FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,Syms
554.792358,2530.068848,30.109625,14.675512,13640.733398,8902.482422,16113.463867,99998.000000,2.744130,3.403132,1.478705,1.166593,4.134838,3.949511,4.207189,4.999991,96.000000,,1
28.370396,253.563507,2.281967,1.936588,3.074487,37.658619,3.224981,99998.000000,1.452865,2.404087,0.358309,0.287037,0.487773,1.575864,0.508527,4.999991,254.000000,,0
18.348246,5.374957,1.486362,1.304422,0.000000,0.000000,10.631902,0.000000,1.263595,0.730375,0.172125,0.115418,0.000000,0.000000,1.026611,0.000000,272.000000,,0
367.692688,415.151428,1.665219,1.443190,5.365705,12.045084,1.332407,0.000000,2.565485,2.618207,0.221471,0.159323,0.729627,1.080810,0.124637,0.000000,303.000000,,0
304.485291,397.200958,4.095205,2.966557,3165.100098,509.825287,1578.822510,99998.000000,2.483566,2.599010,0.612276,0.472253,3.500387,2.707421,3.198333,4.999991,475.000000,,1
33.378387,199.015244,2.312804,1.856411,0.675339,43.212433,3.308996,99998.000000,1.523465,2.298886,0.364139,0.268674,0.000000,1.635609,0.519696,4.999991,1037.000000,,0
25.274323,5.119006,1.066974,2.750695,17.950443,35.043606,0.953902,21068.998047,1.402680,0.709186,0.028154,0.439442,1.254075,1.544609,0.000000,4.323644,1065.000000,,0
22.505125,16.720032,3.959521,0.854196,16.757036,103.986755,13.185732,99998.000000,1.352281,1.223237,0.597643,0.000000,1.224197,2.016978,1.120104,4.999991,1257.000000,,0
780.978455,4371.748535,177.657272,124.271591,772.091064,3989.476074,1140.046387,77349.750000,2.892639,3.640655,2.249583,2.094372,2.887669,3.600916,3.056922,4.888459,1455.000000,,0
57.820103,13.611623,1.033052,0.906619,0.000000,96.394592,2.592442,0.000000,1.762079,1.133910,0.014122,0.000000,0.000000,1.984053,0.413709,0.000000,2219.000000,,0
284.021576,151.211136,3.040566,2.010598,8.677641,91.861496,1.196904,0.000000,2.453351,2.179584,0.482955,0.303325,0.938402,1.963133,0.078059,0.000000,2237.000000,,0
219.056473,89.311241,2.759946,1.443190,138.589386,1029.487671,165.093948,57502.519531,2.340556,1.950906,0.440901,0.159323,2.141730,3.012621,2.217731,4.759687,2339.000000,,0
21.385729,0.000000,0.752432,0.206611,16.982149,25.363750,10.874052,99998.000000,1.330124,0.000000,0.000000,0.000000,1.229993,1.404213,1.036391,4.999991,2525.000000,,0
103.292915,3847.562256,90.001999,68.425079,1052.116211,9975.198242,622.056580,99998.000000,2.014071,3.585186,1.954252,1.835215,3.022064,3.998922,2.793830,4.999991,2680.000000,,0
219.118134,2825.811768,19.171604,12.100591,370.983032,856.073608,172.328400,99998.000000,2.340678,3.451143,1.282658,1.082807,2.569354,2.932511,2.236357,4.999991,2706.000000,,0
223.201004,159.379959,2.621178,1.134816,2.263464,11.505429,6.187051,99998.000000,2.348696,2.202434,0.418496,0.054925,0.354774,1.060903,0.791484,4.999991,2903.000000,,0
67.598640,0.000000,0.342295,1.603544,11.687370,130.886200,7.678175,99998.000000,1.829938,0.000000,0.000000,0.205081,1.067717,2.116894,0.885258,4.999991,2932.000000,,0
167.021454,99.740448,3.022064,1.640549,12.004995,154.072845,2.500083,99998.000000,2.222772,1.998871,0.480304,0.214989,1.079362,2.187726,0.397954,4.999991,2952.000000,,0
33.554161,0.000000,2.417651,0.663004,37.852894,130.923218,71.466095,99998.000000,1.525746,0.000000,0.383394,0.000000,1.578099,2.117017,1.854100,4.999991,3020.000000,,0
16.704613,0.000000,2.124696,2.503996,1.782401,17.623568,2.254246,99998.000000,1.222836,0.000000,0.327297,0.398634,0.251005,1.246094,0.353001,4.999991,3082.000000,,0
26.754517,0.000000,1.174904,0.937457,3.814585,130.772110,7.811822,0.000000,1.427397,0.000000,0.070003,0.000000,0.581447,2.116515,0.892752,0.000000,3119.000000,,0
