FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,Syms
411.009949,2024.647217,76.624741,60.777409,102.916695,461.749786,114.522011,99998.000000,2.613852,3.306349,1.884369,1.783742,2.012486,2.664407,2.058889,4.999991,385.000000,,0
1743.089478,1163.614868,43.456047,17.709911,7555.406738,13087.862305,7040.077637,16328.959961,3.241320,3.065809,1.638050,1.248216,3.878258,4.116868,3.847577,4.212958,511.000000,,1
28.188456,0.000000,0.684590,0.000000,63.941322,44.325661,59.175617,99998.000000,1.450071,0.000000,0.000000,0.000000,1.805782,1.646655,1.772143,4.999991,687.000000,,0
29.610060,0.000000,3.176251,1.437022,188.635376,62.479630,563.319092,99998.000000,1.471439,0.000000,0.501915,0.157463,2.275623,1.795738,2.750754,4.999991,708.000000,,0
36.227764,0.000000,1.403101,0.000000,1548.126221,10607.185547,837.604553,99998.000000,1.559042,0.000000,0.147089,0.000000,3.189806,4.025600,2.923039,4.999991,776.000000,,1
67.462952,1786.742920,84.747307,57.169434,16390.744141,11967.666016,10843.393555,99998.000000,1.829065,3.252062,1.928126,1.757164,4.214599,4.078010,4.035165,4.999991,791.000000,,1
11.560937,2625.051025,65.782318,46.101894,18655.568359,6725.362793,50717.195312,99998.000000,1.062993,3.419138,1.818109,1.663719,4.270809,3.827716,4.705155,4.999991,804.000000,,1
394.117218,3002.994141,56.352242,52.559242,18336.101562,5112.629395,16947.371094,99998.000000,2.595625,3.477555,1.750911,1.720649,4.263307,3.708644,4.229102,4.999991,819.000000,,1
36.252434,0.000000,4.400495,2.627345,188.484283,0.000000,178.986938,99998.000000,1.559337,0.000000,0.643502,0.419517,2.275275,0.000000,2.252821,4.999991,873.000000,,0
94.985321,0.000000,4.233974,1.363013,115.183807,0.000000,201.492920,99998.000000,1.977656,0.000000,0.626748,0.134500,2.061391,0.000000,2.304260,4.999991,891.000000,,0
21.524496,344.740417,0.906619,1.813238,0.000000,0.000000,22.610764,0.000000,1.332933,2.537492,0.000000,0.258455,0.000000,0.000000,1.354315,0.000000,1004.000000,,0
11.801468,485.266388,0.000000,0.308374,0.000000,0.000000,12.558624,0.000000,1.071936,2.685980,0.000000,0.000000,0.000000,0.000000,1.098942,0.000000,1216.000000,,0
2175.167480,6341.893555,164.193665,118.680771,21879.228516,15813.517578,31275.962891,99998.000000,3.337493,3.802219,2.215356,2.074380,4.340032,4.199028,4.495211,4.999991,1683.000000,,1
77.500519,1777.760010,3.567886,2.026016,0.000000,57.450054,19.284498,0.000000,1.889305,3.249873,0.552411,0.306643,0.000000,1.759290,1.285208,0.000000,1852.000000,,0
183.130905,380.169495,3.533965,2.849375,1647.049561,687.609009,126.288635,99998.000000,2.262762,2.579977,0.548262,0.454750,3.216707,2.837342,2.101364,4.999991,2017.000000,,1
113.123871,303.624908,3.281098,2.232627,116.087349,473.088684,263.813812,99998.000000,2.053554,2.482337,0.516019,0.348816,2.064785,2.674942,2.421298,4.999991,2246.000000,,0
1252.753418,2374.398682,68.662529,68.384987,16863.958984,7081.361816,21836.058594,50510.476562,3.097866,3.375554,1.836720,1.834961,4.226960,3.850117,4.339174,4.703382,2380.000000,,1
111.094772,0.000000,1.369180,2.707523,102.703918,33.594250,160.896500,99998.000000,2.045694,0.000000,0.136461,0.432572,2.011587,1.526265,2.206547,4.999991,2447.000000,,0
47.989143,0.000000,1.850243,2.513247,58.103806,0.000000,72.446915,99998.000000,1.681143,0.000000,0.267229,0.400235,1.764205,0.000000,1.860020,4.999991,2470.000000,,0
33.748436,124.468948,3.681984,2.155533,18.804640,21.546083,17.485674,99998.000000,1.528254,2.095061,0.566082,0.333555,1.274265,1.333368,1.242682,4.999991,2506.000000,,0
27.957176,230.003738,0.098680,0.894284,1.393850,0.000000,4.307089,99998.000000,1.446493,2.361735,0.000000,0.000000,0.144216,0.000000,0.634184,4.999991,2519.000000,,0
16.134121,95.830269,1.921169,2.078440,6.398758,0.000000,4.643538,99998.000000,1.207745,1.981503,0.283566,0.317737,0.806096,0.000000,0.666849,4.999991,2543.000000,,0
22.184416,0.000000,0.422472,0.098680,33.470901,33.063847,42.509369,99998.000000,1.346048,0.000000,0.000000,0.000000,1.524667,1.519353,1.628485,4.999991,2580.000000,,0
1417.878418,3294.179199,58.233322,54.116531,22782.226562,10637.742188,33015.039062,67648.148438,3.151639,3.517747,1.765172,1.733330,4.357596,4.026849,4.518712,4.830256,2676.000000,,1
1195.358887,2236.166992,26.480064,16.846464,11033.614258,4509.024414,12059.733398,34241.371094,3.077498,3.349504,1.422919,1.226509,4.042718,3.654083,4.081338,4.534551,2769.000000,,1
46.169735,11.721291,1.578874,1.412352,0.000000,4.773628,64.013382,0.000000,1.664357,1.068975,0.198348,0.149943,0.000000,0.678849,1.806271,0.000000,2844.000000,,0
1318.366211,4113.362305,92.058853,84.842903,15835.658203,6668.723633,21812.285156,61486.535156,3.120036,3.614197,1.964066,1.928616,4.199636,3.824043,4.338701,4.788780,3258.000000,,1
305.243866,78.573662,4.175382,1.227328,42.194798,77.463516,46.101746,99998.000000,2.484647,1.895277,0.620696,0.088961,1.625259,1.889097,1.663717,4.999991,3330.000000,,0
121.604156,776.146179,26.042173,14.854369,5251.597656,5568.294922,2911.766113,99998.000000,2.084948,2.889944,1.415677,1.171854,3.720291,3.745722,3.464156,4.999991,3499.000000,,1
16.547342,0.000000,1.412352,1.060806,0.000000,0.000000,9.410286,0.000000,1.218728,0.000000,0.149943,0.025636,0.000000,0.000000,0.973603,0.000000,3738.000000,,0
23.519676,116.250786,0.000000,1.924253,0.000000,0.000000,15.554261,0.000000,1.371431,2.065396,0.000000,0.284262,0.000000,0.000000,1.191849,0.000000,3763.000000,,0
53.231499,20.146065,2.266548,0.727762,0.885033,193.399765,1.643050,99998.000000,1.726169,1.304190,0.355365,0.000000,0.000000,2.286456,0.215651,4.999991,4063.000000,,0
1851.717285,3592.567871,50.434547,35.311893,10875.039062,6294.918945,31.210436,99998.000000,3.267575,3.555405,1.702728,1.547921,4.036431,3.798990,1.494300,4.999991,4457.000000,,1
114.323448,758.951294,3.934851,2.016765,0.000000,5.430464,63.685955,0.000000,2.058135,2.880214,0.594928,0.304655,0.000000,0.734837,1.804044,0.000000,4645.000000,,0
56.820969,697.227173,3.836171,2.146282,5.692582,8.986014,16.470915,99998.000000,1.754509,2.843374,0.583898,0.331687,0.755309,0.953567,1.216718,4.999991,4796.000000,,0
72.868744,0.000000,1.936588,1.529534,52.929291,30.920649,124.761856,99998.000000,1.862541,0.000000,0.287037,0.184559,1.723696,1.490249,2.096082,4.999991,4845.000000,,0
27.636467,0.000000,0.000000,0.000000,166.904282,1810.222534,246.485062,99998.000000,1.441483,0.000000,0.000000,0.000000,2.222467,3.257732,2.391791,4.999991,4931.000000,,0
1460.329102,1925.760986,33.652840,20.426685,11926.859375,5081.319824,13718.702148,39564.527344,3.164451,3.284602,1.527022,1.310198,4.076526,3.705976,4.137313,4.597306,4967.000000,,1
12.445970,0.000000,1.060806,0.000000,77.389511,63.515766,33.488697,99998.000000,1.095029,0.000000,0.025636,0.000000,1.888682,1.802882,1.524898,4.999991,5040.000000,,0
36.751999,0.000000,1.862578,1.631298,37.445839,0.000000,21.880045,99998.000000,1.565281,0.000000,0.270115,0.212533,1.573404,0.000000,1.340048,4.999991,5053.000000,,0
29.036484,0.000000,0.000000,0.000000,112.001389,748.793457,69.765999,99998.000000,1.462944,0.000000,0.000000,0.000000,2.049223,2.874362,1.843644,4.999991,5089.000000,,0
1400.788330,1565.808472,34.272671,16.787874,11043.303711,4617.288086,11799.377930,34851.074219,3.146373,3.194739,1.534948,1.224996,4.043099,3.664387,4.071859,4.542216,5126.000000,,1
177.370483,32.280579,1.214993,0.989880,0.000000,7.980716,39.314835,0.000000,2.248881,1.508941,0.084574,0.000000,0.000000,0.902042,1.594556,0.000000,5199.000000,,0
91.741226,4.098289,2.624262,1.575791,0.000000,36.354195,26.516598,0.000000,1.962565,0.612603,0.419007,0.197498,0.000000,1.560555,1.423518,0.000000,5454.000000,,0
404.321320,2715.777832,2.022933,1.702224,11.261814,270.271210,11.935802,28413.375000,2.606727,3.433894,0.305981,0.231017,1.051608,2.431800,1.076852,4.453523,5579.000000,,0
1145.325195,1589.525513,16.547342,8.554292,1535.643311,371.140289,14.837692,99998.000000,3.058929,3.201267,1.218728,0.932184,3.186290,2.569538,1.171366,4.999991,6160.000000,,1
383.641785,1161.675171,2.929552,2.383730,0.000000,77.142807,31.250500,0.000000,2.583926,3.065085,0.466801,0.377257,0.000000,1.887295,1.494857,0.000000,6484.000000,,0
13.337170,0.000000,0.274453,2.029100,0.000000,0.000000,23.227005,0.000000,1.125064,0.000000,0.000000,0.307303,0.000000,0.000000,1.365993,0.000000,6527.000000,,0
35.617184,0.000000,1.375347,1.489446,0.000000,27.106064,35.897350,0.000000,1.551660,0.000000,0.138412,0.173025,0.000000,1.433066,1.555062,0.000000,6548.000000,,0
965.358276,0.000000,3.799166,1.930420,0.000000,43.172344,25.585314,99998.000000,2.984689,0.000000,0.579688,0.285652,0.000000,1.635206,1.407991,4.999991,6607.000000,,0
71.752434,0.000000,0.875782,1.992095,0.000000,92.715691,16.116552,0.000000,1.855837,0.000000,0.000000,0.299310,0.000000,1.967153,1.207272,0.000000,6729.000000,,0
11.927901,0.000000,0.959043,0.678423,0.000000,3.570970,13.311852,0.000000,1.076564,0.000000,0.000000,0.000000,0.000000,0.552786,1.124238,0.000000,6747.000000,,0
41.914177,0.000000,0.844944,1.088560,0.000000,12.720423,19.468828,0.000000,1.622361,0.000000,0.000000,0.036852,0.000000,1.104501,1.289340,0.000000,6833.000000,,0
81.617317,1537.067993,1.711475,0.746265,0.000000,105.704399,12.664371,0.000000,1.911782,3.186693,0.233371,0.000000,0.000000,2.024093,1.102584,0.000000,6865.000000,,0
16.464081,58.991920,0.000000,2.059937,0.000000,0.000000,7.930609,0.000000,1.216537,1.770792,0.000000,0.313854,0.000000,0.000000,0.899307,0.000000,7175.000000,,0
1123.131592,0.000000,2.738360,2.830872,0.000000,6.287743,28.935123,0.000000,3.050431,0.000000,0.437491,0.451920,0.000000,0.798495,1.461425,0.000000,7211.000000,,0
243.162048,2438.312256,1.615879,0.872698,0.000000,18.721378,42.420853,0.000000,2.385896,3.387089,0.208409,0.000000,0.000000,1.272338,1.627579,0.000000,7406.000000,,0
117.046387,0.000000,1.443190,0.687674,0.000000,26.683592,11.184889,0.000000,2.068358,0.000000,0.159323,0.000000,0.000000,1.426244,1.048632,0.000000,7777.000000,,0
178.193848,89.746048,1.551121,2.439237,0.000000,29.264681,20.762045,0.000000,2.250893,1.953015,0.190646,0.387254,0.000000,1.466344,1.317270,0.000000,7875.000000,,0
21.046516,0.000000,1.125565,2.010598,20.543867,41.460869,16.402758,99998.000000,1.323180,0.000000,0.051370,0.303325,1.312682,1.617638,1.214917,4.999991,8043.000000,,0
292.708496,0.000000,3.718989,3.814585,3002.947998,502.846771,862.362122,99998.000000,2.466435,0.000000,0.570425,0.581447,3.477548,2.701436,2.935690,4.999991,8244.000000,,1
46.752563,0.000000,1.924253,1.276668,0.000000,0.000000,57.599121,0.000000,1.669805,0.000000,0.284262,0.106078,0.000000,0.000000,1.760416,0.000000,8598.000000,,0
