#,Date,Temp,Lux
483,5/16/2022 18:30,29.452,10.8
484,5/16/2022 18:45,29.452,0
485,5/16/2022 19:00,29.452,0
486,5/16/2022 19:15,29.452,0
487,5/16/2022 19:30,29.452,0
488,5/16/2022 19:45,29.452,0
489,5/16/2022 20:00,29.352,0
490,5/16/2022 20:15,29.352,0
491,5/16/2022 20:30,29.352,0
492,5/16/2022 20:45,29.352,0
493,5/16/2022 21:00,29.252,0
494,5/16/2022 21:15,29.252,0
495,5/16/2022 21:30,29.252,0
496,5/16/2022 21:45,29.252,0
497,5/16/2022 22:00,29.252,0
498,5/16/2022 22:15,29.252,0
499,5/16/2022 22:30,29.252,0
500,5/16/2022 22:45,29.152,0
501,5/16/2022 23:00,29.152,0
502,5/16/2022 23:15,29.152,0
503,5/16/2022 23:30,29.152,0
504,5/16/2022 23:45,29.152,0
505,5/17/2022 0:00,29.152,0
506,5/17/2022 0:15,29.152,0
507,5/17/2022 0:30,29.152,0
508,5/17/2022 0:45,29.152,0
509,5/17/2022 1:00,29.152,0
510,5/17/2022 1:15,29.152,0
511,5/17/2022 1:30,29.152,0
512,5/17/2022 1:45,29.152,0
513,5/17/2022 2:00,29.152,0
514,5/17/2022 2:15,29.152,0
515,5/17/2022 2:30,29.152,0
516,5/17/2022 2:45,29.152,0
517,5/17/2022 3:00,29.152,0
518,5/17/2022 3:15,29.152,0
519,5/17/2022 3:30,29.152,0
520,5/17/2022 3:45,29.053,0
521,5/17/2022 4:00,29.053,0
522,5/17/2022 4:15,29.053,0
523,5/17/2022 4:30,29.053,0
524,5/17/2022 4:45,29.053,0
525,5/17/2022 5:00,29.053,0
526,5/17/2022 5:15,29.053,0
527,5/17/2022 5:30,29.053,0
528,5/17/2022 5:45,29.053,0
529,5/17/2022 6:00,29.053,21.5
530,5/17/2022 6:15,29.053,333.7
531,5/17/2022 6:30,29.053,139.9
532,5/17/2022 6:45,29.053,129.2
533,5/17/2022 7:00,29.053,172.2
534,5/17/2022 7:15,29.053,161.5
535,5/17/2022 7:30,29.053,193.8
536,5/17/2022 7:45,29.053,215.3
537,5/17/2022 8:00,29.053,193.8
538,5/17/2022 8:15,29.152,301.4
539,5/17/2022 8:30,29.152,516.7
540,5/17/2022 8:45,29.152,355.2
541,5/17/2022 9:00,29.252,570.5
542,5/17/2022 9:15,29.252,688.9
543,5/17/2022 9:30,29.352,656.6
544,5/17/2022 9:45,29.352,871.9
545,5/17/2022 10:00,29.452,1313.2
546,5/17/2022 10:15,29.452,861.1
547,5/17/2022 10:30,29.552,1184
548,5/17/2022 10:45,29.552,1022.6
549,5/17/2022 11:00,29.652,1636.1
550,5/17/2022 11:15,29.752,8611.2
551,5/17/2022 11:30,29.853,5511.1
552,5/17/2022 11:45,29.853,3961.1
553,5/17/2022 12:00,29.953,2238.9
554,5/17/2022 12:15,29.953,3788.9
555,5/17/2022 12:30,30.054,3272.2
556,5/17/2022 12:45,30.054,2152.8
557,5/17/2022 13:00,30.154,4477.8
558,5/17/2022 13:15,30.154,3788.9
559,5/17/2022 13:30,30.154,5511.1
560,5/17/2022 13:45,30.255,4305.6
561,5/17/2022 14:00,30.255,5511.1
562,5/17/2022 14:15,30.255,3100
563,5/17/2022 14:30,30.255,8266.7
564,5/17/2022 14:45,30.255,5511.1
565,5/17/2022 15:00,30.255,4477.8
566,5/17/2022 15:15,30.154,5166.7
567,5/17/2022 15:30,30.154,3961.1
568,5/17/2022 15:45,29.953,2066.7
569,5/17/2022 16:00,29.953,1894.5
570,5/17/2022 16:15,29.953,2325
571,5/17/2022 16:30,29.953,2238.9
572,5/17/2022 16:45,29.953,5511.1
573,5/17/2022 17:00,29.953,1463.9
574,5/17/2022 17:15,29.953,602.8
575,5/17/2022 17:30,29.853,1463.9
576,5/17/2022 17:45,29.752,839.6
577,5/17/2022 18:00,29.752,139.9
578,5/17/2022 18:15,29.652,139.9
579,5/17/2022 18:30,29.652,32.3
580,5/17/2022 18:45,29.552,0
581,5/17/2022 19:00,29.552,0
582,5/17/2022 19:15,29.552,0
583,5/17/2022 19:30,29.552,0
584,5/17/2022 19:45,29.452,0
585,5/17/2022 20:00,29.452,0
586,5/17/2022 20:15,29.452,0
587,5/17/2022 20:30,29.352,0
588,5/17/2022 20:45,29.352,0
589,5/17/2022 21:00,29.352,0
590,5/17/2022 21:15,29.352,0
591,5/17/2022 21:30,29.352,0
592,5/17/2022 21:45,29.352,0
593,5/17/2022 22:00,29.352,0
594,5/17/2022 22:15,29.352,0
595,5/17/2022 22:30,29.352,0
596,5/17/2022 22:45,29.352,0
597,5/17/2022 23:00,29.252,0
598,5/17/2022 23:15,29.252,0
599,5/17/2022 23:30,29.252,0
600,5/17/2022 23:45,29.252,0
601,5/18/2022 0:00,29.252,0
602,5/18/2022 0:15,29.252,0
603,5/18/2022 0:30,29.252,0
604,5/18/2022 0:45,29.252,0
605,5/18/2022 1:00,29.252,0
606,5/18/2022 1:15,29.252,0
607,5/18/2022 1:30,29.252,0
608,5/18/2022 1:45,29.252,0
609,5/18/2022 2:00,29.152,0
610,5/18/2022 2:15,29.152,0
611,5/18/2022 2:30,29.152,0
612,5/18/2022 2:45,29.152,0
613,5/18/2022 3:00,29.152,0
614,5/18/2022 3:15,29.152,0
615,5/18/2022 3:30,29.152,0
616,5/18/2022 3:45,29.053,0
617,5/18/2022 4:00,29.152,0
618,5/18/2022 4:15,29.152,0
619,5/18/2022 4:30,29.053,0
620,5/18/2022 4:45,29.053,0
621,5/18/2022 5:00,29.053,0
622,5/18/2022 5:15,29.053,0
623,5/18/2022 5:30,29.152,0
624,5/18/2022 5:45,29.152,0
625,5/18/2022 6:00,29.152,43.1
626,5/18/2022 6:15,29.053,53.8
627,5/18/2022 6:30,29.053,129.2
628,5/18/2022 6:45,29.152,312.2
629,5/18/2022 7:00,29.152,129.2
630,5/18/2022 7:15,29.152,161.5
631,5/18/2022 7:30,29.152,290.6
632,5/18/2022 7:45,29.152,172.2
633,5/18/2022 8:00,29.152,495.1
634,5/18/2022 8:15,29.252,312.2
635,5/18/2022 8:30,29.252,301.4
636,5/18/2022 8:45,29.252,505.9
637,5/18/2022 9:00,29.252,667.4
638,5/18/2022 9:15,29.352,667.4
639,5/18/2022 9:30,29.352,624.3
640,5/18/2022 9:45,29.352,516.7
641,5/18/2022 10:00,29.452,656.6
642,5/18/2022 10:15,29.452,753.5
643,5/18/2022 10:30,29.552,828.8
644,5/18/2022 10:45,29.552,1001
645,5/18/2022 11:00,29.552,1636.1
646,5/18/2022 11:15,29.752,6544.5
647,5/18/2022 11:30,29.853,5166.7
648,5/18/2022 11:45,29.953,2927.8
649,5/18/2022 12:00,29.953,3100
650,5/18/2022 12:15,29.953,2755.6
651,5/18/2022 12:30,30.154,3100
652,5/18/2022 12:45,30.054,3100
653,5/18/2022 13:00,30.054,3788.9
654,5/18/2022 13:15,30.154,3961.1
655,5/18/2022 13:30,30.356,5511.1
656,5/18/2022 13:45,30.255,3788.9
657,5/18/2022 14:00,30.154,4133.4
658,5/18/2022 14:15,30.356,5511.1
659,5/18/2022 14:30,30.255,6544.5
660,5/18/2022 14:45,30.356,6544.5
661,5/18/2022 15:00,30.255,3961.1
662,5/18/2022 15:15,30.255,4822.3
663,5/18/2022 15:30,30.154,2325
664,5/18/2022 15:45,30.054,1022.6
665,5/18/2022 16:00,30.054,1151.7
666,5/18/2022 16:15,29.953,1173.3
667,5/18/2022 16:30,29.953,1808.3
668,5/18/2022 16:45,29.953,2152.8
669,5/18/2022 17:00,29.853,1108.7
670,5/18/2022 17:15,29.853,731.9
671,5/18/2022 17:30,29.752,1130.2
672,5/18/2022 17:45,29.752,376.7
673,5/18/2022 18:00,29.652,183
674,5/18/2022 18:15,29.652,118.4
675,5/18/2022 18:30,29.652,43.1
676,5/18/2022 18:45,29.552,0
677,5/18/2022 19:00,29.552,0
678,5/18/2022 19:15,29.552,0
679,5/18/2022 19:30,29.552,0
680,5/18/2022 19:45,29.452,0
681,5/18/2022 20:00,29.452,0
682,5/18/2022 20:15,29.452,0
683,5/18/2022 20:30,29.452,0
684,5/18/2022 20:45,29.352,0
685,5/18/2022 21:00,29.352,0
686,5/18/2022 21:15,29.352,0
687,5/18/2022 21:30,29.352,0
688,5/18/2022 21:45,29.352,0
689,5/18/2022 22:00,29.352,0
